conversation,label,scenario
"팀장: 워크샵 가면 좋겠어요
대리: 기대됩니다
팀장: 편한 사람만 오세요
대리: 일정 확인해보겠습니다
부장: 즐겁게 시간 보내요
대리: 감사합니다
팀장: 1차만 하고 끝낼게요
대리: 알겠습니다
부장: 퇴근 시간 전에 출발해요",일반대화,회식 12
"부장: 담당자님, 이번 업무 맡아주시겠어요?
대리: 기꺼이 하겠습니다
과장: 천천히 하셔도 됩니다
대리: 열심히 하겠습니다
팀장: 건강이 우선입니다
대리: 명심하겠습니다
팀장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
과장: 오늘도 수고하셨어요",일반대화,업무 지시 5
"과장: 식사 시간이에요
대리: 네 좋습니다
팀장: 업무 이야기는 빼고요
대리: 네 좋습니다
부장: 회사 법인카드로 할게요
대리: 잘 먹겠습니다
과장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
부장: 맛있게 드세요",일반대화,식사 50
"팀장: 담당자님, 이번 업무 맡아주시겠어요?
대리: 기꺼이 하겠습니다
과장: 무리하지 마세요
대리: 열심히 하겠습니다
부장: 야근 없이 해결하세요
대리: 명심하겠습니다
과장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 48
"팀장: 회의 준비 잘 되셨나요?
대리: 네 준비 완료했습니다
부장: 업무 파악 잘 하셨네요
대리: 열심히 준비했습니다
부장: 잘 진행하실 거라 믿습니다
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
부장: 내일 봬요",일반대화,회의 58
"과장: 요즘 업무 처리 정말 훌륭해요
대리: 감사합니다
과장: 회사의 자산입니다
대리: 최선을 다하겠습니다
팀장: 승진 추천하겠습니다
대리: 감사합니다
과장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
부장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 21
"부장: 보고서 잘 봤습니다
대리: 열심히 했습니다
부장: 추가로 이것만 더하면 됩니다
대리: 반영하겠습니다
팀장: 업무 진행 속도 적당해요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 17
"과장: 식사 시간이에요
대리: 네 좋습니다
부장: 업무 이야기는 빼고요
대리: 기대됩니다
과장: 오늘은 제가 살게요
대리: 죄송합니다
부장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
팀장: 맛있게 드세요",일반대화,식사 13
"팀장: 회의 준비 잘 되셨나요?
대리: 네 준비 완료했습니다
팀장: 꼼꼼하게 준비하셨어요
대리: 과찬이십니다
부장: 자신감 갖고 하세요
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 30
"팀장: 실무자님, 프로젝트 참여 가능하신가요?
대리: 기꺼이 하겠습니다
부장: 무리하지 마세요
대리: 감사합니다
과장: 야근 없이 해결하세요
대리: 명심하겠습니다
과장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 77
"대리: 업무 관련 조언 구하고 싶습니다
부장: 네 언제든지요
대리: 이 업무 어떻게 접근하면 좋을까요?
팀장: 제 경험으로는...
대리: 많은 도움이 됐습니다
팀장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
팀장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 20
"팀장: 실무자님, 업무 협조 부탁드립니다
대리: 기꺼이 하겠습니다
팀장: 마감 기한은 여유 있게 드릴게요
대리: 최선을 다하겠습니다
과장: 건강이 우선입니다
대리: 감사합니다
부장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 76
"팀장: 보고서 잘 봤습니다
대리: 다행입니다
부장: 추가로 이것만 더하면 됩니다
대리: 네 수정하겠습니다
부장: 업무 진행 속도 적당해요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
팀장: 오늘 수고하셨어요",일반대화,피드백 25
"부장: 프레젠테이션 좋았어요
대리: 감사합니다
부장: 추가로 이것만 더하면 됩니다
대리: 반영하겠습니다
팀장: 무리하지 않는 선에서 하세요
대리: 감사합니다
팀장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
과장: 오늘 수고하셨어요",일반대화,피드백 50
"팀장: 오늘 회의 잘 부탁드립니다
대리: 네 준비 완료했습니다
부장: 수고 많으셨습니다
대리: 열심히 준비했습니다
부장: 잘 진행하실 거라 믿습니다
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 41
"과장: 업무 처리 깔끔하네요
대리: 감사합니다
팀장: 조금 더 보완하면 좋겠어요
대리: 반영하겠습니다
과장: 업무 진행 속도 적당해요
대리: 감사합니다
부장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 8
"대리: 연차 사용해도 될까요?
부장: 네 좋습니다
대리: 공백 없도록 준비하겠습니다
팀장: 우리가 커버할게요
대리: 다녀와서 열심히 하겠습니다
부장: 재충전하고 오세요
대리: 감사합니다
부장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 27
"팀장: 김대리님, 프로젝트 참여 가능하신가요?
대리: 네 알겠습니다
과장: 무리하지 마세요
대리: 최선을 다하겠습니다
부장: 퇴근 시간 지키세요
대리: 명심하겠습니다
부장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
과장: 오늘도 수고하셨어요",일반대화,업무 지시 40
"부장: 발표 자료 확인했습니다
대리: 자료 준비했습니다
부장: 업무 파악 잘 하셨네요
대리: 감사합니다
부장: 자신감 갖고 하세요
대리: 네 최선을 다하겠습니다
팀장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
부장: 내일 봬요",일반대화,회의 61
"과장: 저녁 식사 하시죠
대리: 네 좋습니다
과장: 맛있는 것 먹으러 가요
대리: 네 좋습니다
부장: 제가 쏠게요
대리: 감사합니다
팀장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
부장: 맛있게 드세요",일반대화,식사 19
"대리: 도움이 필요합니다
부장: 어떤 부분인가요?
대리: 방향성이 맞는지 확인하고 싶어요
부장: 이 방법을 추천합니다
대리: 많은 도움이 됐습니다
부장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
과장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 33
"대리: 상담 좀 해주실 수 있나요?
부장: 편하게 말씀하세요
대리: 방향성이 맞는지 확인하고 싶어요
팀장: 이 방법을 추천합니다
대리: 좋은 조언 감사합니다
팀장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
팀장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 28
"팀장: 실력이 많이 늘었네요
대리: 과찬이십니다
팀장: 팀에 큰 도움이 돼요
대리: 감사합니다
부장: 보너스 신청하겠습니다
대리: 감사합니다
팀장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
부장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 41
"부장: 담당자님, 프로젝트 참여 가능하신가요?
대리: 기꺼이 하겠습니다
과장: 마감 기한은 여유 있게 드릴게요
대리: 최선을 다하겠습니다
과장: 건강이 우선입니다
대리: 네 조심하겠습니다
과장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
팀장: 오늘도 수고하셨어요",일반대화,업무 지시 24
"부장: 발표 자료 확인했습니다
대리: 네 준비 완료했습니다
팀장: 꼼꼼하게 준비하셨어요
대리: 열심히 준비했습니다
부장: 회의 후에 피드백 드릴게요
대리: 네 최선을 다하겠습니다
팀장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
부장: 내일 봬요",일반대화,회의 3
"팀장: 보고서 잘 봤습니다
대리: 다행입니다
팀장: 추가로 이것만 더하면 됩니다
대리: 네 수정하겠습니다
과장: 업무 진행 속도 적당해요
대리: 감사합니다
팀장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 7
"팀장: 프로젝트 성공의 주역입니다
대리: 과찬이십니다
과장: 팀에 큰 도움이 돼요
대리: 열심히 배우겠습니다
팀장: 승진 추천하겠습니다
대리: 감사합니다
팀장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
과장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 10
"과장: 최대리님, 이번 업무 맡아주시겠어요?
대리: 기꺼이 하겠습니다
과장: 무리하지 마세요
대리: 최선을 다하겠습니다
부장: 퇴근 시간 지키세요
대리: 감사합니다
과장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 28
"팀장: 프레젠테이션 좋았어요
대리: 다행입니다
팀장: 이 부분만 수정하면 완벽할 것 같아요
대리: 반영하겠습니다
과장: 업무 진행 속도 적당해요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
과장: 오늘 수고하셨어요",일반대화,피드백 23
"부장: 점심 같이 드실래요?
대리: 영광입니다
과장: 업무 이야기는 빼고요
대리: 기대됩니다
팀장: 제가 쏠게요
대리: 감사합니다
부장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
과장: 맛있게 드세요",일반대화,식사 32
"팀장: 실력이 많이 늘었네요
대리: 감사합니다
과장: 회사의 자산입니다
대리: 최선을 다하겠습니다
부장: 승진 추천하겠습니다
대리: 감사합니다
부장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
부장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 26
"부장: 실력이 많이 늘었네요
대리: 더 열심히 하겠습니다
팀장: 없어서는 안 될 인재예요
대리: 최선을 다하겠습니다
부장: 보너스 신청하겠습니다
대리: 감사합니다
과장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
부장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 24
"부장: 프로젝트 성공의 주역입니다
대리: 감사합니다
부장: 회사의 자산입니다
대리: 감사합니다
과장: 승진 추천하겠습니다
대리: 감사합니다
팀장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
과장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 13
"팀장: 실력이 많이 늘었네요
대리: 감사합니다
과장: 회사의 자산입니다
대리: 최선을 다하겠습니다
부장: 승진 추천하겠습니다
대리: 감사합니다
부장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
부장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 26
"과장: 프레젠테이션 좋았어요
대리: 열심히 했습니다
팀장: 이 부분만 수정하면 완벽할 것 같아요
대리: 반영하겠습니다
팀장: 퇴근 시간 꼭 지키세요
대리: 감사합니다
부장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
팀장: 오늘 수고하셨어요",일반대화,피드백 21
"대리: 유연근무 신청하고 싶어요
팀장: 문제없어요
대리: 감사합니다
부장: 집중해서 하세요
대리: 열심히 하겠습니다
팀장: 퇴근 시간 되면 연락 안 할게요
대리: 감사합니다
팀장: 업무 관련 질문 있으면 언제든지
대리: 네 알겠습니다",일반대화,재택근무 29
"팀장: 회의 준비 잘 되셨나요?
대리: 자료 준비했습니다
부장: 수고 많으셨습니다
대리: 과찬이십니다
팀장: 잘 진행하실 거라 믿습니다
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 4
"대리: 도움이 필요합니다
과장: 어떤 부분인가요?
대리: 방향성이 맞는지 확인하고 싶어요
부장: 이 방법을 추천합니다
대리: 많은 도움이 됐습니다
팀장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
팀장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 36
"부장: 발표 자료 확인했습니다
대리: 자료 준비했습니다
팀장: 꼼꼼하게 준비하셨어요
대리: 과찬이십니다
팀장: 잘 진행하실 거라 믿습니다
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
부장: 내일 봬요",일반대화,회의 39
"대리: 연차 사용해도 될까요?
부장: 네 좋습니다
대리: 업무 인수인계 잘 하겠습니다
팀장: 걱정하지 마세요
대리: 다녀와서 열심히 하겠습니다
팀장: 재충전하고 오세요
대리: 감사합니다
부장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 7
"과장: 보고서 잘 봤습니다
대리: 열심히 했습니다
팀장: 이 부분만 수정하면 완벽할 것 같아요
대리: 반영하겠습니다
부장: 무리하지 않는 선에서 하세요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
과장: 오늘 수고하셨어요",일반대화,피드백 47
"과장: 저녁 식사 하시죠
대리: 네 좋습니다
팀장: 맛있는 것 먹으러 가요
대리: 네 좋습니다
팀장: 제가 쏠게요
대리: 잘 먹겠습니다
부장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
부장: 맛있게 드세요",일반대화,식사 33
"대리: 도움이 필요합니다
팀장: 어떤 부분인가요?
대리: 더 나은 방법이 있을까요?
팀장: 이 방법을 추천합니다
대리: 참고하겠습니다
팀장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
부장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 14
"대리: 휴가 신청하려고 합니다
팀장: 당연히 쓰세요
대리: 공백 없도록 준비하겠습니다
팀장: 우리가 커버할게요
대리: 감사합니다
부장: 재충전하고 오세요
대리: 감사합니다
부장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 32
"부장: 오늘 회의 잘 부탁드립니다
대리: 발표 연습도 했습니다
부장: 수고 많으셨습니다
대리: 열심히 준비했습니다
팀장: 자신감 갖고 하세요
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 65
"팀장: 식사 시간이에요
대리: 네 좋습니다
부장: 편하게 먹어요
대리: 네 좋습니다
부장: 회사 법인카드로 할게요
대리: 죄송합니다
팀장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
팀장: 맛있게 드세요",일반대화,식사 23
"대리: 도움이 필요합니다
팀장: 편하게 말씀하세요
대리: 방향성이 맞는지 확인하고 싶어요
과장: 이렇게 해보는 건 어떨까요?
대리: 좋은 조언 감사합니다
부장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
부장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 45
"대리: 휴가 신청하려고 합니다
부장: 당연히 쓰세요
대리: 업무 인수인계 잘 하겠습니다
부장: 우리가 커버할게요
대리: 죄송합니다
팀장: 푹 쉬고 오세요
대리: 감사합니다
부장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 35
"부장: 워크샵 가면 좋겠어요
대리: 좋습니다
부장: 부담 없이 결정하세요
대리: 참여하고 싶어요
팀장: 재충전하는 시간이에요
대리: 감사합니다
팀장: 1차만 하고 끝낼게요
대리: 알겠습니다
팀장: 퇴근 시간 전에 출발해요",일반대화,회식 0
"팀장: 실무자님, 프로젝트 참여 가능하신가요?
대리: 네 알겠습니다
부장: 무리하지 마세요
대리: 최선을 다하겠습니다
과장: 야근 없이 해결하세요
대리: 네 조심하겠습니다
팀장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
과장: 오늘도 수고하셨어요",일반대화,업무 지시 1
"대리: 휴가 신청하려고 합니다
팀장: 당연히 쓰세요
대리: 미리 업무 정리해놓겠습니다
부장: 편하게 다녀오세요
대리: 감사합니다
팀장: 재충전하고 오세요
대리: 감사합니다
팀장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 10
"팀장: 팀 빌딩 하면 좋겠네요
대리: 좋습니다
부장: 참석 강요는 아니에요
대리: 일정 확인해보겠습니다
부장: 업무 이야기 빼고 편하게 놀아요
대리: 감사합니다
팀장: 1차만 하고 끝낼게요
대리: 알겠습니다
팀장: 퇴근 시간 전에 출발해요",일반대화,회식 15
"팀장: 회의 준비 잘 되셨나요?
대리: 네 준비 완료했습니다
부장: 수고 많으셨습니다
대리: 감사합니다
팀장: 자신감 갖고 하세요
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
부장: 내일 봬요",일반대화,회의 62
"대리: 휴가 신청하려고 합니다
부장: 당연히 쓰세요
대리: 업무 인수인계 잘 하겠습니다
팀장: 걱정하지 마세요
대리: 감사합니다
팀장: 재충전하고 오세요
대리: 감사합니다
팀장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 24
"팀장: 담당자님, 업무 협조 부탁드립니다
대리: 기꺼이 하겠습니다
과장: 무리하지 마세요
대리: 감사합니다
과장: 야근 없이 해결하세요
대리: 네 조심하겠습니다
부장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 63
"과장: 식사 시간이에요
대리: 감사합니다
팀장: 업무 이야기는 빼고요
대리: 감사합니다
부장: 제가 쏠게요
대리: 잘 먹겠습니다
팀장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
팀장: 맛있게 드세요",일반대화,식사 34
"팀장: 프로젝트 성공의 주역입니다
대리: 더 열심히 하겠습니다
과장: 팀에 큰 도움이 돼요
대리: 열심히 배우겠습니다
부장: 인사평가 좋게 쓸게요
대리: 감사합니다
과장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
팀장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 25
"과장: 업무 처리 깔끔하네요
대리: 다행입니다
팀장: 이 부분만 수정하면 완벽할 것 같아요
대리: 알겠습니다
팀장: 무리하지 않는 선에서 하세요
대리: 감사합니다
부장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 26
"과장: 식사 시간이에요
대리: 네 좋습니다
팀장: 업무 이야기는 빼고요
대리: 기대됩니다
과장: 오늘은 제가 살게요
대리: 감사합니다
부장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
과장: 맛있게 드세요",일반대화,식사 4
"대리: 도움이 필요합니다
팀장: 네 언제든지요
대리: 방향성이 맞는지 확인하고 싶어요
과장: 이렇게 해보는 건 어떨까요?
대리: 좋은 조언 감사합니다
과장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
팀장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 15
"팀장: 보고서 잘 봤습니다
대리: 다행입니다
부장: 이 부분만 수정하면 완벽할 것 같아요
대리: 반영하겠습니다
과장: 업무 진행 속도 적당해요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 36
"과장: 보고서 잘 봤습니다
대리: 다행입니다
부장: 이 부분만 수정하면 완벽할 것 같아요
대리: 알겠습니다
팀장: 무리하지 않는 선에서 하세요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 41
"부장: 실무자님, 이번 업무 맡아주시겠어요?
대리: 당연히 하겠습니다
과장: 천천히 하셔도 됩니다
대리: 최선을 다하겠습니다
과장: 건강이 우선입니다
대리: 감사합니다
부장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 75
"부장: 실무자님, 이번 업무 맡아주시겠어요?
대리: 당연히 하겠습니다
부장: 마감 기한은 여유 있게 드릴게요
대리: 열심히 하겠습니다
팀장: 건강이 우선입니다
대리: 네 조심하겠습니다
과장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
부장: 오늘도 수고하셨어요",일반대화,업무 지시 73
"부장: 점심 같이 드실래요?
대리: 영광입니다
과장: 편하게 먹어요
대리: 기대됩니다
부장: 오늘은 제가 살게요
대리: 죄송합니다
과장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
팀장: 맛있게 드세요",일반대화,식사 48
"부장: 워크샵 가면 좋겠어요
대리: 좋습니다
부장: 부담 없이 결정하세요
대리: 참여하고 싶어요
팀장: 재충전하는 시간이에요
대리: 감사합니다
팀장: 1차만 하고 끝낼게요
대리: 알겠습니다
팀장: 퇴근 시간 전에 출발해요",일반대화,회식 0
"부장: 오늘 회의 잘 부탁드립니다
대리: 네 준비 완료했습니다
부장: 업무 파악 잘 하셨네요
대리: 열심히 준비했습니다
팀장: 회의 후에 피드백 드릴게요
대리: 네 최선을 다하겠습니다
팀장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 40
"부장: 회의 준비 잘 되셨나요?
대리: 네 준비 완료했습니다
팀장: 업무 파악 잘 하셨네요
대리: 과찬이십니다
팀장: 회의 후에 피드백 드릴게요
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 25
"팀장: 프로젝트 성공의 주역입니다
대리: 더 열심히 하겠습니다
과장: 회사의 자산입니다
대리: 최선을 다하겠습니다
부장: 인사평가 좋게 쓸게요
대리: 감사합니다
과장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
부장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 14
"과장: 프레젠테이션 좋았어요
대리: 다행입니다
팀장: 조금 더 보완하면 좋겠어요
대리: 알겠습니다
팀장: 무리하지 않는 선에서 하세요
대리: 감사합니다
부장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 22
"팀장: 요즘 업무 처리 정말 훌륭해요
대리: 과찬이십니다
팀장: 팀에 큰 도움이 돼요
대리: 감사합니다
부장: 승진 추천하겠습니다
대리: 감사합니다
부장: 계속 잘 부탁드려요
대리: 네 열심히 하겠습니다
과장: 퇴근 시간 되면 바로 퇴근하세요",일반대화,칭찬 12
"팀장: 실무자님, 프로젝트 참여 가능하신가요?
대리: 기꺼이 하겠습니다
팀장: 마감 기한은 여유 있게 드릴게요
대리: 감사합니다
부장: 퇴근 시간 지키세요
대리: 감사합니다
과장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
팀장: 오늘도 수고하셨어요",일반대화,업무 지시 29
"과장: 저녁 식사 하시죠
대리: 감사합니다
팀장: 편하게 먹어요
대리: 네 좋습니다
과장: 회사 법인카드로 할게요
대리: 잘 먹겠습니다
부장: 퇴근 후에 편하게 쉬세요
대리: 네 감사합니다
팀장: 맛있게 드세요",일반대화,식사 5
"대리: 연차 사용해도 될까요?
부장: 충분히 쉬세요
대리: 미리 업무 정리해놓겠습니다
팀장: 걱정하지 마세요
대리: 다녀와서 열심히 하겠습니다
부장: 재충전하고 오세요
대리: 감사합니다
팀장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 51
"부장: 회의 준비 잘 되셨나요?
대리: 발표 연습도 했습니다
팀장: 업무 파악 잘 하셨네요
대리: 열심히 준비했습니다
부장: 잘 진행하실 거라 믿습니다
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 31
"부장: 보고서 잘 봤습니다
대리: 열심히 했습니다
부장: 추가로 이것만 더하면 됩니다
대리: 반영하겠습니다
과장: 업무 진행 속도 적당해요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
팀장: 오늘 수고하셨어요",일반대화,피드백 14
"과장: 업무 처리 깔끔하네요
대리: 감사합니다
팀장: 조금 더 보완하면 좋겠어요
대리: 반영하겠습니다
과장: 업무 진행 속도 적당해요
대리: 감사합니다
부장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
부장: 오늘 수고하셨어요",일반대화,피드백 8
"대리: 유연근무 신청하고 싶어요
팀장: 네 좋습니다
대리: 소통 잘하겠습니다
팀장: 집중해서 하세요
대리: 열심히 하겠습니다
부장: 퇴근 시간 되면 연락 안 할게요
대리: 감사합니다
팀장: 업무 관련 질문 있으면 언제든지
대리: 네 알겠습니다",일반대화,재택근무 8
"대리: 다음 주 휴가 쓰고 싶은데 괜찮을까요?
팀장: 당연히 쓰세요
대리: 미리 업무 정리해놓겠습니다
팀장: 걱정하지 마세요
대리: 감사합니다
부장: 재충전하고 오세요
대리: 감사합니다
부장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 38
"팀장: 발표 자료 확인했습니다
대리: 발표 연습도 했습니다
팀장: 수고 많으셨습니다
대리: 열심히 준비했습니다
팀장: 잘 진행하실 거라 믿습니다
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 7
"대리: 휴가 신청하려고 합니다
팀장: 충분히 쉬세요
대리: 업무 인수인계 잘 하겠습니다
팀장: 걱정하지 마세요
대리: 다녀와서 열심히 하겠습니다
부장: 푹 쉬고 오세요
대리: 감사합니다
팀장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 29
"팀장: 발표 자료 확인했습니다
대리: 네 준비 완료했습니다
팀장: 꼼꼼하게 준비하셨어요
대리: 감사합니다
팀장: 자신감 갖고 하세요
대리: 네 최선을 다하겠습니다
부장: 퇴근 늦어지면 택시 타고 들어가세요
대리: 감사합니다
팀장: 내일 봬요",일반대화,회의 48
"과장: 업무 처리 깔끔하네요
대리: 다행입니다
부장: 이 부분만 수정하면 완벽할 것 같아요
대리: 네 수정하겠습니다
부장: 무리하지 않는 선에서 하세요
대리: 감사합니다
과장: 다음 업무도 잘 부탁드려요
대리: 열심히 하겠습니다
팀장: 오늘 수고하셨어요",일반대화,피드백 32
"대리: 업무 관련 조언 구하고 싶습니다
부장: 편하게 말씀하세요
대리: 이 업무 어떻게 접근하면 좋을까요?
팀장: 제 경험으로는...
대리: 참고하겠습니다
과장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
과장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 30
"대리: 도움이 필요합니다
팀장: 편하게 말씀하세요
대리: 더 나은 방법이 있을까요?
과장: 이 방법을 추천합니다
대리: 참고하겠습니다
과장: 퇴근 전에 천천히 검토해보세요
대리: 네 그렇게 하겠습니다
팀장: 언제든 물어보세요
대리: 감사합니다",일반대화,상담 44
"대리: 다음 주 휴가 쓰고 싶은데 괜찮을까요?
팀장: 네 좋습니다
대리: 업무 인수인계 잘 하겠습니다
팀장: 우리가 커버할게요
대리: 감사합니다
부장: 퇴근 후엔 연락 안 할게요
대리: 감사합니다
팀장: 좋은 시간 보내세요
대리: 네 다녀오겠습니다",일반대화,휴가 33
"팀장: 실무자님, 업무 협조 부탁드립니다
대리: 기꺼이 하겠습니다
부장: 천천히 하셔도 됩니다
대리: 감사합니다
과장: 건강이 우선입니다
대리: 네 조심하겠습니다
팀장: 궁금한 점 있으면 언제든 연락주세요
대리: 네 알겠습니다
팀장: 오늘도 수고하셨어요",일반대화,업무 지시 10
